!1/26/15
!N2 from Stallcop fit, very similar to previous N2 values

!Previous values
!H              0       145.000 2.050   0.000   0.666   0 ! previous, orig with polarizability
!HE		0	10.2	2.576	0.000	0.204	0 ! previous, epsilon corrected
!AR		0	116.719	3.462	0.000	1.609	0 ! previous

! THEORETICAL TRANSPORT
! Parameters for A+N2 were calculated. The pure gas A+A parameters listed below were 
! obtained by reversing the combining rules using Stallcop’s values for N2+N2.

! Best fit 12/6 LJ parameters to the “exact classical” diffusion coefficient in 
! Jasper, Kamarchik, Miller, & Klippenstein, JCP, 141, 124313 (2014)
CH2OCHCH2	2	1797.881	4.417	0.674	6.685	1
CH2CH2CHO	2	1799.674	4.448	2.732	6.097	1
CH2CHCHOH	2	1880.863	4.458	0.000	0.000	1
c-CH2CH2CHO	2	2057.568	4.304	1.962	5.922	1
c-CH2CHCH2O	2	2071.120	4.315	1.788	5.874	1
CH3CH2CHO	2	1842.071	4.521	2.653	6.163	1
CH3COCH3	2	1839.794	4.568	2.955	6.212	1
CH2CHCH2OH	2	1986.907	4.584	1.776	6.522	1
CH3CHCHOH	2	2089.255	4.514	1.278	6.585	1
CH3C(OH)CH2	2	1882.705	4.486	0.631	6.621	1
c-CH2CH2CH2O	2	2117.987	4.362	1.986	5.904	1
c-CH2OCH(CH3)	2	1974.486	4.448	1.998	6.015	1
c-CH2CH2CH(OH)	2	1991.085	4.430	1.549	6.079	1
CH3CH2CH2O	2	1689.836	4.608	1.977	6.507	1
CH3CH(O)CH3	2	1605.038	4.666	2.063	6.631	1
CH3CH2CHOH	2	1781.616	4.600	1.243	6.804	1
CH3CHCH2OH	2	1858.168	4.575	1.587	6.667	1
CH2CH2CH2OH	2	1747.965	4.593	1.807	6.588	1
CH3C(OH)CH3	2	1640.650	4.671	1.451	6.915	1
CH3CH(OH)CH2	2	1592.485	4.689	1.463	6.709	1
CH2CH2OCH3	2	1672.703	4.665	1.232	6.595	1
CH3CH2OCH2	2	1650.963	4.662	1.408	6.814	1
CH3CHOCH3	2	1618.837	4.725	1.097	6.919	1
CH3CH2CH2OH	2	1847.343	4.635	1.678	6.636	1
(CH3)2CHOH	2	1581.874	4.759	1.673	6.685	1
CH3CH2OCH3	2	1620.653	4.789	1.234	6.781	1
!
O2	1	676.424	3.069	0.000	1.487	3.8
HO2	2	963.003	3.129	2.146	1.959	3.8
H2O2	2	1361.148	3.179	1.702	2.239	3.8
CO2	1	1201.184	3.386	0.000	2.598	2.1
OCOH	2	1250.801	3.600	2.854	3.334	2.1
!OCHO(B2)	2	767.671	3.503	0.000	0.000	2
OCHO	2	767.671	3.503	1.552	3.046	2
CHOO	2	1916.784	3.531	3.211	4.798	2
OCHOH	2	1325.130	3.700	1.438	3.330	2
CH2OO	2	1823.477	3.650	3.976	4.365	2
c-CH2OO	2	1781.856	3.566	2.553	3.210	2
OCH2OH	2	1248.670	3.878	1.372	3.682	2
CH3OO	2	1251.465	3.933	2.708	3.789	2
OHCH2OH 	2 	1409.636	3.880	0.059	3.825	2
CH3OOH	                2	1515.877	3.969	0.303	4.067	2
3OCCO	1	1958.595	3.736	0.000	4.543	2
OCCHO	2	2010.845	3.900	2.597	4.984	2
OHCCO	2	2195.390	3.894	2.458	5.288	2
CCOOH	2	2079.148	3.917	3.300	4.939	2
OCHCHO	2	1818.974	4.088	0.000	4.673	2
c-C(O)OCH2	2	2122.934	3.927	3.300	4.475	2
OCCHOH	                2	2141.970	3.968	1.959	4.970	2
OHCCOH	                2	2767.074	3.745	1.975	4.879	2
CH3C(O)O	                2	1555.141	4.155	3.262	4.220	2
OCOCH3	                2	1704.818	4.123	2.560	4.971	2
OCHOCH2 	2	1652.489	4.209	1.610	5.148	2
OCHCH2O 	2	1497.579	4.207	0.000	0.000	2
CHCHOOH	2	2099.760	4.126	1.447	5.482	2
CH2CHOO 	2	1762.424	4.104	2.615	5.892	2
CH2C(O)OH	2	1827.403	4.136	1.706	5.020	2
CH3C(O)OH	2	1884.383	4.189	1.683	5.053	2
CH3OCHO	                2	1854.317	4.198	1.798	5.041	1
CH2C(OH)2	2	2089.324	4.188	1.670	5.539	1
CH3OCOH	                2	1583.591	4.360	0.834	5.670	1
OCHCH2OH	2	1960.081	4.224	2.547	5.069	1
OHCHCHOH	2	2107.333	4.171	2.262	5.429	1
CH2CHOOH	2	2217.294	4.139	1.487	5.675	1
OHCHCH2OH	2	1665.527	4.362	1.346	5.681	1
CH3OCHOH	2	1672.125	4.340	1.696	5.714	1
!OHCH2OCH2	#N/A	skipped	0.000	0.959	5.656	1
OHCH2CH2O	2	1703.453	4.359	1.781	5.440	1
CH3OCH2O	2	1633.580	4.386	1.565	5.406	1
CH3CH2OO	2	1729.734	4.282	2.808	5.516	1
CH2CH2OOH	2	1846.838	4.374	2.091	5.696	1
CH3CH2OOH	2	1929.148	4.363	1.844	5.778	1
CH3OOCH3	2	1761.326	4.483	1.669	5.882	1
!
O3	2	1758.196	3.302	0.550	2.820	1
OOOH	2	1444.279	3.514	1.025	3.136	1
OHOOH	2	1782.586	3.578	1.002	3.216	1
c-C(O)OO	2	1940.047	3.682	0.838	3.798	1
OC(O)O	2	2429.531	3.656	0.106	5.649	1
OCHOO	2	1559.197	3.918	1.538	4.071	1
OHC(O)O	2	2049.064	3.728	2.653	3.878	1
OCOOH	2	1800.574	3.890	2.551	4.268	1
OCHOOH	2	2022.313	3.896	1.462	4.166	1
OC(OH)2	2	1825.022	3.967	0.202	3.918	1
c-CH(OH)OO	2	1926.470	3.889	1.157	3.892	1
OCH2OOH	2	1690.517	4.118	0.961	4.507	1
OHCH2OO	2	1700.732	4.049	1.922	4.407	1
C(OH)3	                2	1642.076	4.121	0.948	4.674	1
CH3OOO	                2	1862.471	4.099	1.548	5.095	1
OHCH2OOH	2	2056.868	4.086	2.111	4.696	1
CH(OH)3	                2	1661.415	4.160	1.525	4.514	1
CH3OOOH	2	1979.445	4.164	1.253	4.989	1
!
! Found in tran_v5a.dat with fewer than 4 heavy atoms, but not in SJK’s list
CH2OCHO   	2	1720.845	4.139	0	0	1
CH3OCO	                2	1602.365	4.182	0	0	1
CH2CCH2OH	2	1826.007	4.411	0	0	1
CH3CCHOH	2	2035.814	4.492	0	0	1
CH3C(OH)CH	2	1970.985	4.368	0	0	1
CH3C(O)CH3	2	1812.574	4.572	0	0	1
!
! NOT CALCULATED
! These species were listed in tran_v5a.dat. As they have 5 or more heavy atoms, s and e were not calculated.
! It might be better to rescale these to the new values of N2+N2, but I didn’t do that.
C5H2                    1       386.805         4.852         0.000         0.000         1.000    ! LJcjp
H2CCCCCH                2       389.341         5.055         0.000         0.000         1.000    ! LJcjp
HCCCHCCH                2       378.067         5.021         0.000         0.000         1.000    ! LJcjp
C5H5                    2       412.245         5.177         0.000         0.000         1.000    ! LJcjp
C6H2                    1       422.726         5.034         0.000         0.000         1.000    ! LJcjp
C6H5                    2       412.300         5.349         0.000         0.000         1.000    ! orig
C6H6                    2       412.300         5.349         0.000         0.000         1.000    ! orig
C4H5C2H                 2       412.300         5.349         0.000         0.000         1.000    ! JAM(12/02)
C6H5O                   2       537.311         5.334         1.600         0.000         1.000    ! LJDcjp
PC6H4O2                 2       450.000         5.500         0.000         0.000         1.000    ! HR
OC6H4O2                 2       450.000         5.500         0.000         0.000         1.000    ! HR
C6H3O2                  2       450.000         5.500         0.000         0.000         1.000    ! HR
C6H3O3                  2       450.000         5.500         0.000         0.000         1.000    !  "
C6H5C2H                 2       484.117         5.702         0.000         0.000         1.000    ! LJcjp
C6H4                    2       444.128         5.250         0.000         0.000         1.000    ! LJcjp
H2C4O                   2       357.521         4.459         0.000         0.000         1.000    ! LJcjp
C5H5(L)                 1       357.000         5.180         0.000         0.000         1.000    !
C5H6                    1       357.000         5.180         0.000         0.000         1.000    !
C5H4                    1       357.000         5.180         0.000         0.000         1.000    !HR,10/00
C5H4O                   2       450.000         5.500         0.000         0.000         1.000    !    
C5H5O                   2       450.000         5.500         0.000         0.000         1.000    !    
C5H4OH                  2       450.000         5.500         0.000         0.000         1.000    !    
C6H5OH                  2       537.311         5.334         1.600         0.000         1.000    ! LJDcjp
FULVENE                 2       430.306         5.441         0.000         0.000         1.000    ! LJcjp
C6H7                    2       439.817         5.466         0.000         0.000         1.000    ! LJcjp
CH2CCHCH2CHCH2          2       439.817         5.466         0.000         0.000         1.000    ! JAM
CHCCH2CH2CHCH2          2       439.817         5.466         0.000         0.000         1.000    ! JAM
C6H813                  2       439.817         5.466         0.000         0.000         1.000    ! LJcjp
C6H814                  2       439.817         5.466         0.000         0.000         1.000    ! LJcjp
C7H7                    2       458.053         5.783         0.000         0.000         1.000    ! LJcjp
C7H8                    2       458.053         5.783         0.000         0.000         1.000    ! LJcjp
C7H8O                   2       537.311         5.334         1.600         0.000         1.000    ! cjp-ug
A1YNE*                  2       484.117         5.702         0.000         0.000         1.000    ! LJcjp
C8H8                    2       500.778         6.012         0.000         0.000         1.000    ! LJcjp
C8H10                   2       500.778         6.012         0.000         0.000         1.000    ! cjp-ug
INDENE*                 2       402.900         6.744         0.000         0.000         1.000    ! A2 (HR)
INDENE                  2       402.900         6.744         0.000         0.000         1.000    ! A2 (HR)
C10H7S                  2       402.900         6.744         0.000         0.000         1.000    ! A2 (HR)
C10H7P                  2       402.900         6.744         0.000         0.000         1.000    ! A2 (HR)
C10H7O                  2       402.900         6.744         0.000         0.000         1.000    ! CJP MS
C10H7OH                 2       402.900         6.744         0.000         0.000         1.000    ! CJP MS
C10H8                   2       402.900         6.744         0.000         0.000         1.000    ! A2 (HR)
OHCH2CH2OO              2       470.600         4.410         0.000         0.000         1.500    ! 7/01 same as c2h5oh, wjp Marinov
OCCHCCH                 2       357.521         4.459         0.000         0.000         1.000    ! same as H2C4O
CHCCH2CHCCH2            2       412.300         5.349         0.000         0.000         1.000    ! same as C4H5C2H
C4H3O                   2       357.521         4.459         0.000         0.000         1.000    ! same as H2C4O, need to find better approx
CH2CHCHCHCCH            2       412.300         5.349         0.000         0.000         1.000    ! same as C4H5C2H
CH2CHCH2OOH             2       291.619         5.630         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 545.506K Pc=  51.832bar Vc= 221.500cm3/mol Tb= 379.320K	(CdH2R, CdHR2, CsH2R2, Ether, Alcohol)
CH3CHCHOOH              2       300.701         5.636         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 558.062K Pc=  52.586bar Vc= 220.500cm3/mol Tb= 386.800K	(CdHR2, CdHR2, CsH3R, Ether, Alcohol)
CH3C(OOH)CH2            2       299.217         5.604         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 548.662K Pc=  52.207bar Vc= 222.500cm3/mol Tb= 379.200K	(CdH2R, CdR3, CsH3R, Ether, Alcohol)
CH3CH2CH2OO             2       283.390         5.691         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 545.530K Pc=  51.093bar Vc= 240.500cm3/mol Tb= 382.640K	(CsH3R, CsH2R2, CsH2R2, Ether, Alcohol)
CH3CH(OO)CH3            2       292.005         5.652         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 548.825K Pc=  51.683bar Vc= 234.500cm3/mol Tb= 382.200K	(CsH3R, CsHR3, CsH3R, Ether, Alcohol)
CH2CH2CH2OOH            2       283.390         5.691         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 545.530K Pc=  51.093bar Vc= 240.500cm3/mol Tb= 382.640K	(CsH3R, CsH2R2, CsH2R2, Ether, Alcohol)
CH3CHCH2OOH             2       283.390         5.691         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 545.530K Pc=  51.093bar Vc= 240.500cm3/mol Tb= 382.640K	(CsH3R, CsH2R2, CsH2R2, Ether, Alcohol)
CH3CH(OOH)CH2           2       292.005         5.652         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 548.825K Pc=  51.683bar Vc= 234.500cm3/mol Tb= 382.200K	(CsH3R, CsHR3, CsH3R, Ether, Alcohol)
CH3CH2CH2OOH            2       286.907         5.762         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 545.530K Pc=  48.834bar Vc= 240.500cm3/mol Tb= 382.640K	(CsH3R, CsH2R2, CsH2R2, Ether, Alcohol)
CH3CH(OOH)CH3           2       295.546         5.724         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 548.825K Pc=  49.384bar Vc= 234.500cm3/mol Tb= 382.200K	(CsH3R, CsHR3, CsH3R, Ether, Alcohol)
CH3CH(OO)CHO            2       284.952         5.774         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 604.845K Pc=  57.654bar Vc= 251.500cm3/mol Tb= 430.860K	(CsH3R, CsHR3, Aldehyde_Ccentered, Aldehyde_Ocentered, Ether, Alcohol)
OCHCH2CH2OO             2       276.180         5.818         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 601.523K Pc=  56.960bar Vc= 257.500cm3/mol Tb= 431.300K	(Aldehyde_Ocentered, Aldehyde_Ccentered, CsH2R2, CsH2R2, Ether, Alcohol)
CH3C(O)CH2OO            2       287.433         5.853         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 611.340K Pc=  56.026bar Vc= 246.500cm3/mol Tb= 436.510K	(CsH3R, Ketone_Ccentered, CsH2R2, Ketone_Ocentered, Ether, Alcohol)
c-CH2OCH(CH2OO)         2       294.936         5.565         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 594.138K Pc=  61.226bar Vc= 218.500cm3/mol Tb= 416.330K	(Alcohol, Ether, CsH2R2, CsringHR3, CsringH2R2, Ether_ring)
CH3CH(OOH)CHO           2       288.954         5.851         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 604.845K Pc=  54.951bar Vc= 251.500cm3/mol Tb= 430.860K	(CsH3R, CsHR3, Aldehyde_Ccentered, Ether, Alcohol, Aldehyde_Ocentered)
OCHCH2CH2OOH            2       280.143         5.894         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 601.523K Pc=  54.305bar Vc= 257.500cm3/mol Tb= 431.300K	(Aldehyde_Ocentered, Aldehyde_Ccentered, CsH2R2, CsH2R2, Ether, Alcohol)
CH3C(O)CH2OOH           2       291.453         5.929         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 611.340K Pc=  53.435bar Vc= 246.500cm3/mol Tb= 436.510K	(CsH3R, Ketone_Ccentered, CsH2R2, Ketone_Ocentered, Ether, Alcohol)
c-CH2OCH(CH2OOH)        2       298.925         5.642         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 594.138K Pc=  58.272bar Vc= 218.500cm3/mol Tb= 416.330K	(Ether_ring, CsringH2R2, CsringHR3, CsH2R2, Ether, Alcohol)
OHOCH2CH2CH2OO          2       222.067         6.383         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 656.622K Pc=  57.046bar Vc= 277.500cm3/mol Tb= 497.240K	(Alcohol, Ether, CsH2R2, CsH2R2, CsH2R2, Ether, Alcohol)
CH3CH(OO)CH2OOH         2       229.119         6.330         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 659.188K Pc=  57.742bar Vc= 271.500cm3/mol Tb= 496.800K	(CsH3R, CsHR3, CsH2R2, Ether, Alcohol, Ether, Alcohol)
CH3CH(OOH)CH2OO         2       229.119         6.330         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 659.188K Pc=  57.742bar Vc= 271.500cm3/mol Tb= 496.800K	(CsH3R, CsHR3, CsH2R2, Ether, Alcohol, Ether, Alcohol)
HOOCH2CHCH2OOH          2       222.067         6.383         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 656.622K Pc=  57.046bar Vc= 277.500cm3/mol Tb= 497.240K	(Alcohol, Ether, CsH2R2, CsH2R2, CsH2R2, Ether, Alcohol)
CH2CH(OOH)CH2OOH        2       229.119         6.330         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 659.188K Pc=  57.742bar Vc= 271.500cm3/mol Tb= 496.800K	(CsH3R, CsHR3, CsH2R2, Ether, Alcohol, Ether, Alcohol)
OCHCH2CH2O              2       282.162         5.625         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 579.054K Pc=  58.450bar Vc= 239.500cm3/mol Tb= 408.880K	(Alcohol, CsH2R2, CsH2R2, Aldehyde_Ccentered, Aldehyde_Ocentered)
CH3CH(O)CHO             2       291.052         5.584         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 582.482K Pc=  59.172bar Vc= 233.500cm3/mol Tb= 408.440K	(CsH3R, CsHR3, Aldehyde_Ccentered, Alcohol, Aldehyde_Ocentered)
CH3C(O)CH2O             2       293.712         5.662         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 589.060K Pc=  57.479bar Vc= 228.500cm3/mol Tb= 414.090K	(CsH3R, Ketone_Ccentered, CsH2R2, Ketone_Ocentered, Alcohol)
c-CH2OCH(CH2O)          2       300.616         5.380         0.000         0.000         1.000    ! LJ parameters estimated by RMG: Tc= 571.713K Pc=  62.888bar Vc= 200.500cm3/mol Tb= 393.910K	(Alcohol, CsH2R2, CsringHR3, CsringH2R2, Ether_ring)
