0 2 4 
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.653587058644945262e-01 9.380847163797695343e-01 6.445733446751479301e-01
8.221457822250547443e-01 1.371214127355378398e+00 8.908190383568217463e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.090720072964207255e+00 8.379446764147366888e-01 1.501731042947710648e+00
1.450841961456390772e+00 1.266571427638640390e+00 1.687950822518135663e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.341204372628427954e-01 1.132630231469150539e+00 1.000712243176063332e+00
8.380639378139962403e-01 1.159183457352112034e+00 1.187021213710337531e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.030880701261768007e-01 6.462949588755895203e-01 1.307421996084633609e+00
7.579844509215425408e-01 1.074331867981601185e+00 9.754143200051393903e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.635073028476755397e-01 1.555234624687333866e+00 1.360965746314331204e+00
8.524213825232067610e-01 1.514583264405509500e+00 1.129914556733266462e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.030615893575573372e-01 1.403242947064264223e+00 1.187478666103943814e+00
7.331133336773628661e-01 1.005161788676258494e+00 8.340466158108765793e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.068269600356862137e-01 9.400555274031794362e-01 9.689374371502601502e-01
1.018836632601106018e+00 1.117955484945772016e+00 8.886371888780548733e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.873429123346337821e-01 7.983290138947749526e-01 8.524468754074704391e-01
1.081652269134441235e+00 1.385280633869962363e+00 1.105781173763895175e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.555564275966326404e-01 7.287855919234431656e-01 8.775082422808835325e-01
1.117614555820594768e+00 6.748269060845718537e-01 9.583817294765440975e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.149563087191077138e+00 1.326170365169436982e+00 1.108323002969702431e+00
1.385545666779599117e+00 1.164850313520213065e+00 1.593440770268117479e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.318595810484970210e+00 9.900943000620705536e-01 8.651347199972987401e-01
1.214706096570636662e+00 7.034706902538412354e-01 1.852067731353702840e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.343361734389220796e-01 8.373380884262939805e-01 6.550001033734482725e-01
9.486456191286060102e-01 1.222685740767180951e+00 9.559873267503108396e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.134052342306235861e+00 5.980727841938922040e-01 7.083770982961586915e-01
8.807840261405792681e-01 7.803554780841943650e-01 1.115579353600496093e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.029956971536898802e-01 9.579117396478850077e-01 9.279450392926119617e-01
1.391922896636716311e+00 9.418561789968938891e-01 1.330293074099957451e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.877205417879080462e-01 6.148039680584209687e-01 1.182639911062889349e+00
8.967414426949827932e-01 8.918441444429316967e-01 8.252496841388607951e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.102698576203943848e+00 9.988735933630131791e-01 1.267056281081351710e+00
1.194665599441088188e+00 8.928840319753058585e-01 8.979695684046002935e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.021535837949249625e-01 7.486796185442355922e-01 1.147478212909546880e+00
9.057648599264871425e-01 1.474095496153299489e+00 1.257077611370099213e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.011284061603334949e+00 1.042129414955926148e+00 8.224304529731653046e-01
9.813847298846080092e-01 9.729635495192050509e-01 8.012487703724598953e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.191338921539467188e+00 9.432943551159396200e-01 4.838330249451373022e-01
9.508313502601328793e-01 6.446158046419782073e-01 1.250781048475601676e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.484164122998673285e-01 1.127383175519038661e+00 4.014066461401181729e-01
9.011235047297557754e-01 8.798418548252703308e-01 8.024226865297768851e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.052759806977534129e-01 7.871632553830839596e-01 8.201671198646081073e-01
1.191663140649621200e+00 1.117015840682807237e+00 7.929658147450170391e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.519629082373608497e-01 1.464797531280978893e+00 1.283719366604365808e+00
1.366658438113013130e+00 8.464097005110302607e-01 7.702863796850273337e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.148695813311774616e+00 8.056787912140712660e-01 9.596108835988109709e-01
1.018090501849191698e+00 1.030446647516184644e+00 1.255161294548061690e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.714577671253877167e-01 1.404086080112202595e+00 8.869384665842623416e-01
9.491661209272272970e-01 8.356935924968897922e-01 9.252079644068798014e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.316969724039684708e-01 6.853447293401091489e-01 7.275852951631152088e-01
1.358914341407720494e+00 9.880574558226521420e-01 1.222583730381172629e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.721197195476374509e-01 6.687866761974287089e-01 9.779788268814731955e-01
1.159570921041778613e+00 1.162307887083590341e+00 9.686339471827760672e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.994923421733982405e-01 9.398087696834173110e-01 1.032507874505188994e+00
1.000762241321862200e+00 1.468948253545221849e+00 1.089280855090521305e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.137385277517980908e+00 1.464739418708430607e+00 7.931987423841897478e-01
7.727751353869510842e-01 1.273183583954295983e+00 1.020474808763280672e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.328605736834820084e+00 1.265860468886037538e+00 8.082081900666221452e-01
1.069086409988646125e+00 9.601712863161465661e-01 1.638982165197325536e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.153755921181448763e+00 8.260351472260691885e-01 1.063308647291684617e+00
9.682361454433453529e-01 1.361961114953366803e+00 8.595345981880194719e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.346128371715240801e+00 9.623046954918373919e-01 1.322801455903419354e+00
9.442969564360895740e-01 9.763059260499035164e-01 1.227727382680717350e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.099889420441273913e-01 1.680927122420950104e+00 1.016124746424922121e+00
1.099219309124554567e+00 1.273060553076011514e+00 6.526282494131528944e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.312366934598111712e+00 1.100449367758693064e+00 1.152459470550711629e+00
1.121441367916455878e+00 8.914486928491526241e-01 1.073749024097651716e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.122675117634925002e+00 1.293096327432172288e+00 1.842002449260665697e+00
9.324589189140349843e-01 1.010942631864031771e+00 6.337835769129909202e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.267046327935505978e-01 1.127802046073522524e+00 7.961077782137970793e-01
1.136550954653876566e+00 1.151746889491787496e+00 9.334278969878745391e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.759132906277760089e-01 1.288414494334427562e+00 1.021208904352229885e+00
1.024989907153435631e+00 1.371255921367616537e+00 1.440223095885238891e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.200542623130954833e+00 1.130318874095048498e+00 9.625382829116495564e-01
1.061378179197796756e+00 1.335555176218832685e+00 1.051214046239202116e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.088858049676137751e+00 1.262917588160090032e+00 1.255618596751241212e+00
8.855859592868947638e-01 9.912162980166830950e-01 6.907913030645599362e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.149577575161793819e+00 7.913902578565530366e-01 7.866881869222813739e-01
8.388314527823025335e-01 1.164784002104590099e+00 1.123834926549165170e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.745942012757795592e+00 7.269825732252590544e-01 6.154566815455124740e-01
8.555526849625542107e-01 9.025155434310768721e-01 1.545851927918717283e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.986157861797346325e-01 6.111000442897636109e-01 1.089592867936978182e+00
9.842975411694790955e-01 1.318712127319481286e+00 8.930045095395539034e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.939669873868145711e-01 9.360977849825654618e-01 1.040821101417485961e+00
9.324465214105662758e-01 1.022662842548958118e+00 9.428035622392855197e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.501174794720150807e-01 1.133025951964429900e+00 8.988950778249270579e-01
1.435033429500855107e+00 1.086878240933950135e+00 8.088788114629087422e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.153553739645325482e+00 1.174425285159192311e+00 9.747436304951511143e-01
9.206139170579649145e-01 1.455089015602522684e+00 1.116475564258719189e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.014015075194095949e+00 9.961235625711604147e-01 2.280046327362386993e+00
1.130636658602152567e+00 1.095759902214365589e+00 1.068552705484289822e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.745991325634583591e-01 1.036409164520482928e+00 1.331283504928525874e+00
7.654365855585634204e-01 9.905636054410411617e-01 1.129141469208101878e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.354256590038812602e+00 8.308730834067434845e-01 8.112047654320851953e-01
1.090056319097823634e+00 1.077580734011948538e+00 8.455546742143597028e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.161684186449133849e+00 1.495640697604412761e+00 1.067463682019148985e+00
8.963614750610300330e-01 9.335469198497331478e-01 1.041793858015827912e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.246474455281982641e+00 1.748816465987498958e+00 9.451241276035857730e-01
9.344984430665532749e-01 9.819383168472495260e-01 5.966639162530253948e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.887079973381348807e-01 1.326771532738673987e+00 7.127728044060933632e-01
1.155538968941001166e+00 1.576907210973423235e+00 1.301108593151749870e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.327480003227682337e-01 1.140155954779260350e+00 7.852840880352811581e-01
8.097075983636481400e-01 9.523617156199508660e-01 1.137253361748779668e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.368116765423969650e+00 1.927904344166262662e+00 6.177097566724916167e-01
7.351421359849444892e-01 1.019891606388606320e+00 1.221025678210988064e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.647592737774819849e-01 1.207651698926954120e+00 7.816325143725195712e-01
1.581183959529208094e+00 5.927082005844330759e-01 1.211710307780749618e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.962669737969429118e-01 1.365339817137187994e+00 1.049533147094915408e+00
1.418694529508813362e+00 6.206400807907170858e-01 9.999972320661464353e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.439964443394383231e+00 1.007081375727675310e+00 7.805900560166041391e-01
1.082321443066225797e+00 1.283188912551028293e+00 9.542992880044832704e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.056075712082723994e-01 6.333452291046154370e-01 7.985291330227635154e-01
1.232203945103411691e+00 6.093441704667442727e-01 9.903028226440931947e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.114543058337915671e+00 8.568959641029016971e-01 7.530389479452729296e-01
1.039989694493889116e+00 1.168435465671887830e+00 1.340433485117530132e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.127854736427002846e+00 7.805086272643686485e-01 9.093425625809463675e-01
8.453360678983645737e-01 4.519521237280674231e-01 1.218796868096098107e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.277893454367860615e-01 1.174991870492335888e+00 7.439377264626687580e-01
7.916264505823450426e-01 9.380265682574545627e-01 5.364117181000152002e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.960295688495163891e-01 8.275483350785969305e-01 1.050402913852508613e+00
1.090935838776146527e+00 9.995207039982166863e-01 6.213705132676154985e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.017879430848483979e+00 1.001117969305017841e+00 8.732900056007505407e-01
6.976742779553660734e-01 1.000054397492171621e+00 1.193244170622788314e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.751135365730054128e-01 1.391206713939493467e+00 1.146442236289803684e+00
9.104084439530290007e-01 8.883534541840683030e-01 1.341506472983976073e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.847619407047275564e-01 1.135587703339905108e+00 1.238285609606314841e+00
6.679680802396333883e-01 1.076582247922897029e+00 8.386423557203063206e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.433121424863810001e+00 7.709948042137385604e-01 9.645896666085594928e-01
7.882798084958786422e-01 1.354834592087420075e+00 1.324843122516959015e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.216444486842916506e+00 8.248332923827947916e-01 8.332022001335315231e-01
9.013700375728309622e-01 8.041158878543015476e-01 1.780297433262743922e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.188976711873691583e+00 8.867020831378006340e-01 1.007573876757200670e+00
9.560062873185111165e-01 1.395120865332535764e+00 6.497938452616522920e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.021915357284169490e+00 1.229877907522853198e+00 1.067816984080493192e+00
7.305902899068952294e-01 1.085514457913665520e+00 9.893450759664734750e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.200307119471246020e+00 1.268766052294244773e+00 7.945596332176664278e-01
1.205496096025145736e+00 7.212788829490792697e-01 8.768860534067488555e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.051654234255804399e+00 6.203009569073634211e-01 8.267871090606081497e-01
1.464135698572378130e+00 7.351736279815748176e-01 1.251720965328287472e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.582157678800026446e-01 1.127654389241064203e+00 8.600983345242358968e-01
8.010389062358589385e-01 1.131971540123831499e+00 9.059846342467544611e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.443605676447889730e+00 1.125260449949224251e+00 1.419947589210116323e+00
1.068322223227638812e+00 8.676767926145982912e-01 1.221158425629271793e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.443895497203224743e-01 1.093460173173967931e+00 9.891245051963977186e-01
7.430688936422982227e-01 1.023384166256990691e+00 9.993941833056143587e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.935205948521553365e-01 1.151534307815478941e+00 1.029563006529025548e+00
1.108939052046679308e+00 1.391350045146702685e+00 1.219398362465308638e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.465867187760523160e-01 6.162356115207489049e-01 1.435527538566533146e+00
9.057455003262546711e-01 1.201300826591732207e+00 1.370561901311504904e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.602848949765622644e-01 9.843771504066557432e-01 9.918083514104406584e-01
5.623909343280765194e-01 1.017674811015398806e+00 1.011623160312389746e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.521788276537837215e-01 1.111659982456756790e+00 1.240567291831377039e+00
1.127470806415780347e+00 1.065725129875839228e+00 1.244240655661862816e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.130449193464496016e+00 1.500465574058610141e+00 9.579522704897398544e-01
9.301753601447860786e-01 1.364912893618521972e+00 1.072625754078242677e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.938772670209366611e-01 9.793376354100755687e-01 7.115086454935110050e-01
1.114650415460046062e+00 8.480543517155962885e-01 1.267813877539598399e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.240657582461703878e+00 8.822498650314735125e-01 6.736479327677770135e-01
9.588937589160340114e-01 1.055316754275447577e+00 1.165364779138438944e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.051914775002938063e+00 9.951963278325308693e-01 7.844151004305190966e-01
6.839752508667233943e-01 9.167515470041233128e-01 7.903680345056873779e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.079339445979510481e+00 8.556484933857410047e-01 1.215081039420801812e+00
9.030674350273473205e-01 8.989001595282880563e-01 9.742528543461798085e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.887349916897943958e-01 6.912044155462599981e-01 8.274092557619574517e-01
9.195616219203949226e-01 1.454877940698640737e+00 1.089776337716714449e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.425195943711454527e-01 7.402916200684473980e-01 6.366987764502892722e-01
1.202161965367368079e+00 9.967579123822994935e-01 7.894013489825397745e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.033821572142396894e+00 1.695192205295989796e+00 1.535181955721717006e+00
7.619417519859311705e-01 6.328717146691159590e-01 1.284761684969503381e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.208387858375964186e+00 9.310323147947325850e-01 1.060692665387681366e+00
8.832427971218450580e-01 8.680686441217529969e-01 1.137946709065699835e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.552774748037653918e-01 6.942538595466232199e-01 1.314838609628055321e+00
9.750841693755852857e-01 1.232196460728735898e+00 1.312062477724626364e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.296651211482105603e-01 1.222034829984760318e+00 1.156645872918433016e+00
1.845854007619484483e+00 1.771699134174761214e+00 8.267404800828738187e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.230661060191802214e+00 7.749734181088224760e-01 9.780067204474762743e-01
